Geographic code;Geographic name;Geographic Type;Geographic Name, province or territory;Geographic Code, province or territory;Geographic code, census division;Geographic code, census metropolitan area or census agglomeration;Global non-response rate;Data quality flag;Age;Sex;Total population;Period of immigration - Non-immigrants (2016 counts);Period of immigration - Immigrants (2016 counts);Period of immigration - Before 2001 (2016 counts);Period of immigration - 2001 to 2005 (2016 counts);Period of immigration - 2006 to 2010 (2016 counts);Period of immigration - 2011 to 2016 (2016 counts);Period of immigration - Non-permanent residents (2016 counts);Total population (% distribution 2016);Period of immigration - Non-immigrants (% distribution 2016);Period of immigration - Immigrants (% distribution 2016);Period of immigration - Before 2001 (% distribution 2016);Period of immigration - 2001 to 2005 (% distribution 2016);Period of immigration - 2006 to 2010 (% distribution 2016);Period of immigration - 2011 to 2016 (% distribution 2016);Period of immigration - Non-permanent residents (% distribution 2016)
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;75 years and over;Female;725;680;45;45;0;0;0;0;100;93.8;6.2;6.2;0;0;0;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;0 to 14;Male;1180;1155;25;0;0;10;15;0;100;97.9;2.1;0;0;0.8;1.3;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;35 to 44;Male;770;720;40;10;10;10;10;15;100;93.5;5.2;1.3;1.3;1.3;1.3;1.9
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;65 to 74;Male;815;760;55;50;0;0;0;0;100;93.3;6.7;6.1;0;0;0;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;15 to 24;Male;835;825;10;0;10;0;0;0;100;98.8;1.2;0;1.2;0;0;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;0 to 14;Female;1175;1125;45;0;15;10;25;0;100;95.7;3.8;0;1.3;0.9;2.1;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;25 to 34;Male;700;650;40;10;0;0;30;10;100;92.9;5.7;1.4;0;0;4.3;1.4
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;45 to 54;Male;960;905;55;30;10;10;10;0;100;94.3;5.7;3.1;1;1;1;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;55 to 64;Male;980;950;30;30;0;0;0;0;100;96.9;3.1;3.1;0;0;0;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;25 to 34;Female;795;720;55;10;0;0;40;25;100;90.6;6.9;1.3;0;0;5;3.1
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;45 to 54;Female;1055;1015;40;25;10;10;0;0;100;96.2;3.8;2.4;0.9;0.9;0;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;15 to 24;Female;800;775;20;10;0;15;0;0;100;96.9;2.5;1.3;0;1.9;0;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;65 to 74;Female;885;865;20;20;0;0;0;0;100;97.7;2.3;2.3;0;0;0;0
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;35 to 44;Female;920;845;65;15;10;10;35;10;100;91.8;7.1;1.6;1.1;1.1;3.8;1.1
1103025;Summerside;City;Prince Edward Island;11;3;110;5.5;0;55 to 64;Female;1270;1215;55;35;10;10;10;10;100;95.7;4.3;2.8;0.8;0.8;0.8;0.8
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;0 to 14;Male;465;460;0;0;0;0;0;0;100;98.9;0;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;55 to 64;Male;530;510;15;10;10;10;0;0;100;96.2;2.8;1.9;1.9;1.9;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;15 to 24;Male;390;390;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;35 to 44;Male;405;400;0;10;0;0;0;0;100;98.8;0;2.5;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;65 to 74;Male;445;430;15;10;0;0;10;0;100;96.6;3.4;2.2;0;0;2.2;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;0 to 14;Female;450;455;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;25 to 34;Male;250;255;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;45 to 54;Male;510;495;10;0;0;0;0;0;100;97.1;2;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;45 to 54;Female;545;530;20;20;0;10;0;0;100;97.2;3.7;3.7;0;1.8;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;55 to 64;Female;555;540;15;15;0;0;0;0;100;97.3;2.7;2.7;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;15 to 24;Female;340;340;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;25 to 34;Female;345;350;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;35 to 44;Female;360;365;0;0;0;0;0;0;100;100;0;0;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;65 to 74;Female;410;380;25;25;0;0;0;0;100;92.7;6.1;6.1;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;75 years and over;Male;260;255;10;10;0;0;0;0;100;98.1;3.8;3.8;0;0;0;0
1201001;Barrington;Municipal district;Nova Scotia;12;1;;9.2;0;75 years and over;Female;305;290;20;15;0;0;0;0;100;95.1;6.6;4.9;0;0;0;0
1202001;Argyle;Municipal district;Nova Scotia;12;2;;5.4;0;65 to 74;Female;565;515;50;45;0;0;0;0;100;91.2;8.8;8;0;0;0;0
1202001;Argyle;Municipal district;Nova Scotia;12;2;;5.4;0;45 to 54;Female;595;585;10;10;0;0;0;0;100;98.3;1.7;1.7;0;0;0;0
1202001;Argyle;Municipal district;Nova Scotia;12;2;;5.4;0;25 to 34;Female;340;345;0;0;0;0;0;0;100;100;0;0;0;0;0;0
